"depdelay";"origin";"dest"
19;"IAH";"LAX"
4;"IAH";"ORD"
8;"IAH";"SAT"
21;"IAH";"LAX"
1;"IAH";"MSY"
12;"IAH";"PHX"
3;"IAH";"MSY"
39;"IAH";"SAT"
3;"IAH";"MSY"
61;"IAH";"LAX"
39;"IAH";"DEN"
6;"IAH";"EWR"
26;"IAH";"EWR"
1;"IAH";"EWR"
44;"IAH";"EWR"
16;"IAH";"LAX"
13;"IAH";"ORD"
27;"IAH";"LAS"
16;"IAH";"EWR"
18;"IAH";"PHX"
25;"IAH";"DEN"
8;"IAH";"SAT"
16;"IAH";"LAS"
46;"IAH";"EWR"
4;"IAH";"PHX"
13;"IAH";"MSY"
3;"IAH";"SAT"
1;"IAH";"LAS"
1;"IAH";"EWR"
10;"IAH";"MSY"
25;"IAH";"ORD"
20;"IAH";"SAT"
4;"IAH";"LAS"
15;"IAH";"DEN"
12;"IAH";"EWR"
115;"IAH";"PHX"
5;"IAH";"ORD"
30;"IAH";"LAS"
14;"IAH";"DEN"
6;"IAH";"DEN"
61;"IAH";"MSY"
4;"IAH";"LAS"
14;"IAH";"MSY"
9;"IAH";"AUS"
21;"IAH";"ORD"
3;"IAH";"MSY"
18;"IAH";"LAX"
7;"IAH";"DEN"
11;"IAH";"EWR"
19;"IAH";"PHX"
14;"IAH";"EWR"
14;"IAH";"ORD"
37;"IAH";"SAT"
15;"IAH";"LAX"
1;"IAH";"LAS"
24;"IAH";"DEN"
16;"IAH";"AUS"
8;"IAH";"MSY"
2;"IAH";"SAT"
21;"IAH";"LAX"
11;"IAH";"LAS"
2;"IAH";"AUS"
15;"IAH";"ORD"
15;"IAH";"AUS"
9;"IAH";"AUS"
33;"IAH";"LAX"
59;"IAH";"PHX"
1;"IAH";"ORD"
21;"IAH";"LAX"
11;"IAH";"AUS"
47;"IAH";"ORD"
1;"IAH";"ATL"
47;"IAH";"SAT"
8;"IAH";"DFW"
18;"IAH";"LAX"
4;"IAH";"MSY"
8;"IAH";"MSY"
1;"IAH";"LAX"
2;"IAH";"DEN"
6;"IAH";"EWR"
50;"IAH";"EWR"
32;"IAH";"EWR"
23;"IAH";"EWR"
26;"IAH";"LAX"
9;"IAH";"ORD"
5;"IAH";"LAS"
42;"IAH";"EWR"
89;"IAH";"DEN"
4;"IAH";"LAS"
21;"IAH";"EWR"
56;"IAH";"SAT"
19;"IAH";"LAS"
11;"IAH";"MSY"
20;"IAH";"ORD"
23;"IAH";"SAT"
2;"IAH";"LAS"
23;"IAH";"DEN"
8;"IAH";"EWR"
18;"IAH";"PHX"
8;"IAH";"ORD"
15;"IAH";"DEN"
1;"IAH";"DEN"
2;"IAH";"MSY"
8;"IAH";"AUS"
19;"IAH";"ORD"
4;"IAH";"MSY"
6;"IAH";"LAX"
11;"IAH";"DEN"
35;"IAH";"EWR"
15;"IAH";"EWR"
9;"IAH";"SAT"
26;"IAH";"LAX"
25;"IAH";"AUS"
24;"IAH";"MSY"
52;"IAH";"SAT"
2;"IAH";"ORD"
13;"IAH";"AUS"
14;"IAH";"LAX"
37;"IAH";"PHX"
9;"IAH";"ORD"
16;"IAH";"AUS"
7;"IAH";"LAX"
7;"IAH";"SAT"
10;"IAH";"DFW"
20;"IAH";"LAX"
15;"IAH";"MSY"
2;"IAH";"MSY"
36;"IAH";"LAX"
4;"IAH";"LAX"
3;"IAH";"DEN"
34;"IAH";"EWR"
15;"IAH";"EWR"
1;"IAH";"EWR"
1;"IAH";"EWR"
25;"IAH";"LAX"
2;"IAH";"ORD"
3;"IAH";"LAS"
2;"IAH";"DEN"
7;"IAH";"PHX"
46;"IAH";"AUS"
5;"IAH";"DEN"
2;"IAH";"LAS"
23;"IAH";"DEN"
24;"IAH";"EWR"
1;"IAH";"PHX"
18;"IAH";"LAS"
8;"IAH";"EWR"
31;"IAH";"MSY"
4;"IAH";"ORD"
107;"IAH";"SAT"
54;"IAH";"LAS"
12;"IAH";"DEN"
34;"IAH";"PHX"
2;"IAH";"ORD"
26;"IAH";"LAS"
6;"IAH";"DEN"
11;"IAH";"DEN"
8;"IAH";"LAS"
2;"IAH";"AUS"
6;"IAH";"ORD"
7;"IAH";"LAX"
2;"IAH";"DEN"
3;"IAH";"EWR"
8;"IAH";"PHX"
39;"IAH";"EWR"
37;"IAH";"ORD"
23;"IAH";"LAX"
4;"IAH";"DEN"
5;"IAH";"AUS"
3;"IAH";"MSY"
10;"IAH";"SAT"
11;"IAH";"LAX"
3;"IAH";"LAS"
12;"IAH";"AUS"
3;"IAH";"ORD"
12;"IAH";"PHX"
6;"IAH";"LAX"
14;"IAH";"PHX"
2;"IAH";"ORD"
10;"IAH";"PHX"
5;"IAH";"LAX"
5;"IAH";"ORD"
2;"IAH";"SAT"
6;"IAH";"DFW"
6;"IAH";"LAX"
8;"IAH";"MSY"
5;"IAH";"SAT"
1;"IAH";"MSY"
10;"IAH";"AUS"
27;"IAH";"LAX"
5;"IAH";"LAX"
75;"IAH";"DEN"
18;"IAH";"EWR"
36;"IAH";"EWR"
26;"IAH";"EWR"
43;"IAH";"LAX"
10;"IAH";"ORD"
1;"IAH";"LAS"
6;"IAH";"DEN"
20;"IAH";"EWR"
4;"IAH";"PHX"
6;"IAH";"DEN"
18;"IAH";"SAT"
99;"IAH";"LAS"
7;"IAH";"DEN"
100;"IAH";"EWR"
1;"IAH";"PHX"
1;"IAH";"LAS"
11;"IAH";"MSY"
74;"IAH";"ORD"
13;"IAH";"SAT"
1;"IAH";"LAS"
21;"IAH";"DEN"
29;"IAH";"PHX"
4;"IAH";"ORD"
1;"IAH";"LAS"
8;"IAH";"DEN"
11;"IAH";"DEN"
8;"IAH";"LAS"
5;"IAH";"MSY"
6;"IAH";"ORD"
8;"IAH";"MSY"
13;"IAH";"LAX"
6;"IAH";"EWR"
7;"IAH";"PHX"
90;"IAH";"EWR"
14;"IAH";"ORD"
8;"IAH";"LAX"
19;"IAH";"DEN"
7;"IAH";"AUS"
2;"IAH";"MSY"
6;"IAH";"LAX"
5;"IAH";"LAS"
7;"IAH";"AUS"
7;"IAH";"ORD"
5;"IAH";"AUS"
9;"IAH";"LAX"
6;"IAH";"PHX"
3;"IAH";"ORD"
4;"IAH";"LAX"
9;"IAH";"SAT"
49;"IAH";"DFW"
47;"IAH";"LAX"
2;"IAH";"MSY"
3;"IAH";"SAT"
8;"IAH";"MSY"
11;"IAH";"LAX"
2;"IAH";"DEN"
6;"IAH";"EWR"
27;"IAH";"EWR"
21;"IAH";"LAX"
42;"IAH";"ORD"
2;"IAH";"DEN"
3;"IAH";"EWR"
12;"IAH";"DEN"
5;"IAH";"EWR"
12;"IAH";"PHX"
8;"IAH";"MSY"
8;"IAH";"SAT"
14;"IAH";"LAS"
2;"IAH";"EWR"
9;"IAH";"MSY"
10;"IAH";"ORD"
2;"IAH";"SAT"
9;"IAH";"LAS"
18;"IAH";"EWR"
6;"IAH";"PHX"
10;"IAH";"ORD"
7;"IAH";"LAS"
12;"IAH";"DEN"
8;"IAH";"DEN"
12;"IAH";"LAS"
24;"IAH";"ORD"
3;"IAH";"MSY"
16;"IAH";"LAX"
2;"IAH";"DEN"
1;"IAH";"EWR"
19;"IAH";"PHX"
1;"IAH";"EWR"
10;"IAH";"ORD"
2;"IAH";"SAT"
9;"IAH";"LAX"
1;"IAH";"LAS"
11;"IAH";"DEN"
4;"IAH";"MSY"
4;"IAH";"SAT"
2;"IAH";"LAX"
22;"IAH";"LAS"
5;"IAH";"AUS"
5;"IAH";"ORD"
13;"IAH";"AUS"
3;"IAH";"SAT"
23;"IAH";"LAX"
1;"IAH";"ORD"
1;"IAH";"ATL"
7;"IAH";"SAT"
43;"IAH";"LAX"
18;"IAH";"SAT"
12;"IAH";"AUS"
2;"IAH";"LAX"
39;"IAH";"DEN"
38;"IAH";"EWR"
4;"IAH";"EWR"
15;"IAH";"MSY"
41;"IAH";"LAX"
3;"IAH";"ORD"
2;"IAH";"DEN"
26;"IAH";"EWR"
4;"IAH";"DEN"
15;"IAH";"DEN"
69;"IAH";"EWR"
7;"IAH";"PHX"
17;"IAH";"MSY"
20;"IAH";"LAS"
3;"IAH";"EWR"
26;"IAH";"ORD"
1;"IAH";"ORD"
12;"IAH";"SAT"
8;"IAH";"LAS"
5;"IAH";"EWR"
41;"IAH";"PHX"
1;"IAH";"ORD"
18;"IAH";"LAS"
4;"IAH";"DEN"
10;"IAH";"MSY"
4;"IAH";"LAS"
12;"IAH";"ORD"
12;"IAH";"ATL"
24;"IAH";"LAX"
1;"IAH";"DEN"
26;"IAH";"EWR"
8;"IAH";"PHX"
12;"IAH";"EWR"
27;"IAH";"ORD"
3;"IAH";"SAT"
25;"IAH";"LAX"
34;"IAH";"LAS"
20;"IAH";"DEN"
9;"IAH";"AUS"
60;"IAH";"MSY"
3;"IAH";"SAT"
6;"IAH";"LAX"
10;"IAH";"AUS"
39;"IAH";"ORD"
36;"IAH";"LAX"
10;"IAH";"AUS"
29;"IAH";"ORD"
1;"IAH";"SAT"
20;"IAH";"LAX"
1;"IAH";"ATL"
4;"IAH";"SAT"
29;"IAH";"DFW"
44;"IAH";"LAX"
6;"IAH";"MSY"
1;"IAH";"SAT"
13;"IAH";"MSY"
6;"IAH";"AUS"
29;"IAH";"LAX"
52;"IAH";"DEN"
38;"IAH";"EWR"
6;"IAH";"EWR"
19;"IAH";"EWR"
35;"IAH";"LAX"
9;"IAH";"ORD"
22;"IAH";"LAS"
3;"IAH";"PHX"
20;"IAH";"ORD"
1;"IAH";"SAT"
50;"IAH";"LAS"
21;"IAH";"DEN"
52;"IAH";"EWR"
9;"IAH";"PHX"
8;"IAH";"MSY"
3;"IAH";"LAS"
18;"IAH";"DEN"
15;"IAH";"EWR"
12;"IAH";"EWR"
39;"IAH";"MSY"
4;"IAH";"SAT"
2;"IAH";"LAS"
12;"IAH";"DEN"
6;"IAH";"EWR"
112;"IAH";"PHX"
23;"IAH";"ORD"
26;"IAH";"LAX"
21;"IAH";"LAS"
16;"IAH";"DEN"
5;"IAH";"LAX"
3;"IAH";"LAS"
4;"IAH";"MSY"
3;"IAH";"AUS"
2;"IAH";"ATL"
24;"IAH";"MSY"
16;"IAH";"LAX"
1;"IAH";"DEN"
8;"IAH";"EWR"
51;"IAH";"PHX"
20;"IAH";"ORD"
28;"IAH";"EWR"
24;"IAH";"SAT"
15;"IAH";"LAX"
18;"IAH";"DEN"
10;"IAH";"DEN"
4;"IAH";"MSY"
6;"IAH";"ATL"
14;"IAH";"AUS"
15;"IAH";"DFW"
24;"IAH";"SAT"
13;"IAH";"AUS"
16;"IAH";"ORD"
20;"IAH";"LAX"
7;"IAH";"LAX"
73;"IAH";"PHX"
14;"IAH";"MSY"
10;"IAH";"ORD"
1;"IAH";"SAT"
37;"IAH";"LAX"
9;"IAH";"ORD"
37;"IAH";"SAT"
5;"IAH";"DFW"
47;"IAH";"LAX"
4;"IAH";"MSY"
3;"IAH";"MSY"
15;"IAH";"SAT"
13;"IAH";"MSY"
32;"IAH";"AUS"
15;"IAH";"LAX"
3;"IAH";"LAX"
8;"IAH";"DEN"
4;"IAH";"EWR"
40;"IAH";"EWR"
17;"IAH";"EWR"
8;"IAH";"EWR"
66;"IAH";"MSY"
31;"IAH";"LAX"
59;"IAH";"ORD"
7;"IAH";"LAX"
5;"IAH";"LAS"
8;"IAH";"DEN"
9;"IAH";"EWR"
16;"IAH";"PHX"
8;"IAH";"ORD"
6;"IAH";"SAT"
6;"IAH";"DEN"
1;"IAH";"EWR"
18;"IAH";"PHX"
1;"IAH";"MSY"
7;"IAH";"ORD"
11;"IAH";"SAT"
67;"IAH";"LAS"
106;"IAH";"DEN"
2;"IAH";"EWR"
60;"IAH";"MSY"
12;"IAH";"SAT"
3;"IAH";"LAS"
9;"IAH";"DEN"
1;"IAH";"EWR"
5;"IAH";"PHX"
26;"IAH";"ORD"
29;"IAH";"LAX"
2;"IAH";"LAS"
62;"IAH";"DEN"
18;"IAH";"MSY"
4;"IAH";"AUS"
38;"IAH";"MSY"
22;"IAH";"LAX"
10;"IAH";"DEN"
16;"IAH";"EWR"
43;"IAH";"PHX"
13;"IAH";"ORD"
26;"IAH";"EWR"
33;"IAH";"SAT"
16;"IAH";"LAX"
16;"IAH";"DEN"
72;"IAH";"MSY"
114;"IAH";"AUS"
1;"IAH";"DFW"
9;"IAH";"SAT"
22;"IAH";"LAX"
21;"IAH";"AUS"
2;"IAH";"AUS"
192;"IAH";"ORD"
3;"IAH";"MSY"
3;"IAH";"LAX"
18;"IAH";"AUS"
25;"IAH";"LAX"
2;"IAH";"PHX"
15;"IAH";"LAX"
8;"IAH";"SAT"
39;"IAH";"LAX"
2;"IAH";"ORD"
15;"IAH";"MSY"
8;"IAH";"SAT"
18;"IAH";"MSY"
16;"IAH";"AUS"
13;"IAH";"LAX"
3;"IAH";"LAX"
27;"IAH";"DEN"
13;"IAH";"EWR"
21;"IAH";"EWR"
4;"IAH";"EWR"
3;"IAH";"LAX"
7;"IAH";"ORD"
15;"IAH";"LAX"
10;"IAH";"LAS"
1;"IAH";"DEN"
4;"IAH";"EWR"
2;"IAH";"PHX"
22;"IAH";"ORD"
4;"IAH";"LAS"
3;"IAH";"DEN"
44;"IAH";"EWR"
9;"IAH";"PHX"
2;"IAH";"MSY"
7;"IAH";"ORD"
1;"IAH";"EWR"
18;"IAH";"EWR"
5;"IAH";"MSY"
3;"IAH";"SAT"
7;"IAH";"LAS"
4;"IAH";"DEN"
3;"IAH";"EWR"
16;"IAH";"PHX"
8;"IAH";"LAS"
14;"IAH";"DEN"
9;"IAH";"LAX"
5;"IAH";"LAS"
19;"IAH";"MSY"
9;"IAH";"ORD"
3;"IAH";"LAX"
1;"IAH";"DEN"
11;"IAH";"EWR"
1;"IAH";"PHX"
19;"IAH";"EWR"
1;"IAH";"SAT"
15;"IAH";"LAX"
10;"IAH";"DEN"
19;"IAH";"MSY"
1;"IAH";"AUS"
7;"IAH";"ATL"
5;"IAH";"SAT"
7;"IAH";"LAX"
17;"IAH";"AUS"
46;"IAH";"ORD"
25;"IAH";"AUS"
24;"IAH";"LAX"
5;"IAH";"PHX"
6;"IAH";"LAX"
8;"IAH";"ORD"
19;"IAH";"SAT"
6;"IAH";"LAX"
1;"IAH";"MSY"
71;"IAH";"ATL"
7;"HOU";"ATL"
4;"IAH";"ATL"
6;"IAH";"ATL"
5;"IAH";"ATL"
2;"IAH";"ATL"
11;"IAH";"ATL"
21;"IAH";"ATL"
14;"HOU";"ATL"
5;"IAH";"ATL"
4;"IAH";"ATL"
7;"IAH";"ATL"
6;"HOU";"ATL"
4;"IAH";"ATL"
1;"IAH";"ATL"
4;"IAH";"ATL"
1;"HOU";"ATL"
4;"IAH";"ATL"
24;"IAH";"ATL"
25;"HOU";"ATL"
13;"HOU";"ATL"
9;"IAH";"ATL"
29;"HOU";"ATL"
7;"HOU";"ATL"
16;"IAH";"ATL"
119;"IAH";"ATL"
24;"IAH";"ATL"
64;"HOU";"ATL"
8;"HOU";"ATL"
13;"IAH";"ATL"
14;"HOU";"ATL"
58;"IAH";"ATL"
28;"HOU";"ATL"
2;"IAH";"ATL"
5;"IAH";"DFW"
70;"IAH";"DFW"
5;"IAH";"DFW"
4;"IAH";"DFW"
17;"IAH";"DFW"
4;"IAH";"DFW"
5;"IAH";"DFW"
1;"IAH";"DFW"
3;"IAH";"PHX"
5;"IAH";"PHX"
8;"IAH";"PHX"
86;"IAH";"PHX"
1;"IAH";"PHX"
25;"IAH";"PHX"
19;"IAH";"PHX"
9;"IAH";"DFW"
2;"IAH";"DFW"
12;"IAH";"DFW"
6;"IAH";"DFW"
3;"IAH";"DFW"
26;"IAH";"DFW"
180;"IAH";"DFW"
11;"IAH";"DFW"
1;"IAH";"DFW"
3;"IAH";"DFW"
10;"IAH";"DFW"
1;"IAH";"ATL"
3;"IAH";"ATL"
19;"IAH";"ATL"
4;"IAH";"ATL"
5;"IAH";"ATL"
3;"IAH";"ATL"
3;"IAH";"ATL"
1;"IAH";"ATL"
92;"IAH";"ATL"
16;"IAH";"PHX"
64;"IAH";"DEN"
10;"IAH";"DEN"
10;"IAH";"DEN"
7;"IAH";"DEN"
2;"IAH";"DEN"
30;"IAH";"ORD"
13;"IAH";"ORD"
4;"IAH";"ORD"
20;"IAH";"ORD"
134;"IAH";"ORD"
11;"IAH";"ORD"
1;"IAH";"ORD"
17;"IAH";"ORD"
3;"IAH";"ORD"
5;"IAH";"ORD"
3;"IAH";"ORD"
126;"IAH";"ORD"
22;"IAH";"ORD"
25;"IAH";"ORD"
13;"IAH";"ORD"
2;"IAH";"ORD"
1;"IAH";"ORD"
4;"IAH";"ORD"
14;"IAH";"ORD"
19;"IAH";"ORD"
53;"IAH";"DEN"
40;"IAH";"DEN"
10;"IAH";"PHX"
4;"IAH";"PHX"
25;"IAH";"PHX"
174;"IAH";"PHX"
1;"IAH";"PHX"
3;"IAH";"PHX"
6;"IAH";"PHX"
53;"IAH";"PHX"
2;"IAH";"PHX"
1;"IAH";"PHX"
1;"IAH";"PHX"
8;"IAH";"PHX"
15;"HOU";"AUS"
40;"HOU";"AUS"
4;"HOU";"DAL"
8;"HOU";"DAL"
9;"HOU";"DAL"
18;"HOU";"DAL"
7;"HOU";"DAL"
30;"HOU";"DAL"
9;"HOU";"DAL"
29;"HOU";"DAL"
30;"HOU";"DAL"
21;"HOU";"DEN"
5;"HOU";"DEN"
14;"HOU";"DEN"
13;"HOU";"LAS"
28;"HOU";"LAS"
4;"HOU";"LAX"
9;"HOU";"LAX"
6;"HOU";"LAX"
43;"HOU";"MSY"
114;"HOU";"MSY"
6;"HOU";"MSY"
8;"HOU";"MSY"
28;"HOU";"MSY"
56;"HOU";"PHX"
2;"HOU";"PHX"
4;"HOU";"PHX"
1;"HOU";"SAT"
14;"HOU";"SAT"
19;"HOU";"SAT"
20;"HOU";"AUS"
12;"HOU";"AUS"
98;"HOU";"AUS"
37;"HOU";"AUS"
6;"HOU";"DAL"
3;"HOU";"DAL"
5;"HOU";"DAL"
4;"HOU";"DAL"
1;"HOU";"DAL"
10;"HOU";"DAL"
25;"HOU";"DAL"
6;"HOU";"DAL"
27;"HOU";"DAL"
7;"HOU";"DAL"
18;"HOU";"DAL"
31;"HOU";"DAL"
11;"HOU";"DAL"
6;"HOU";"DAL"
23;"HOU";"DAL"
15;"HOU";"DAL"
47;"HOU";"DAL"
32;"HOU";"DAL"
31;"HOU";"DAL"
5;"HOU";"DEN"
8;"HOU";"DEN"
10;"HOU";"DEN"
55;"HOU";"DEN"
27;"HOU";"LAS"
14;"HOU";"LAS"
17;"HOU";"LAS"
25;"HOU";"LAS"
2;"HOU";"LAX"
27;"HOU";"LAX"
30;"HOU";"LAX"
36;"HOU";"LAX"
17;"HOU";"MSY"
61;"HOU";"MSY"
11;"HOU";"MSY"
10;"HOU";"MSY"
21;"HOU";"MSY"
12;"HOU";"MSY"
12;"HOU";"MSY"
21;"HOU";"MSY"
1;"HOU";"MSY"
41;"HOU";"PHX"
11;"HOU";"PHX"
25;"HOU";"PHX"
48;"HOU";"PHX"
49;"HOU";"SAT"
2;"HOU";"SAT"
45;"HOU";"SAT"
18;"HOU";"SAT"
20;"HOU";"AUS"
28;"HOU";"AUS"
10;"HOU";"AUS"
5;"HOU";"AUS"
23;"HOU";"AUS"
26;"HOU";"DAL"
14;"HOU";"DAL"
4;"HOU";"DAL"
14;"HOU";"DAL"
1;"HOU";"DAL"
26;"HOU";"DAL"
31;"HOU";"DAL"
28;"HOU";"DAL"
1;"HOU";"DAL"
7;"HOU";"DAL"
32;"HOU";"DAL"
24;"HOU";"DAL"
26;"HOU";"DAL"
19;"HOU";"DAL"
2;"HOU";"DAL"
28;"HOU";"DEN"
1;"HOU";"DEN"
4;"HOU";"DEN"
1;"HOU";"DEN"
15;"HOU";"LAS"
7;"HOU";"LAS"
4;"HOU";"LAS"
14;"HOU";"LAS"
87;"HOU";"LAX"
32;"HOU";"LAX"
11;"HOU";"LAX"
10;"HOU";"LAX"
10;"HOU";"MSY"
1;"HOU";"MSY"
9;"HOU";"MSY"
49;"HOU";"MSY"
14;"HOU";"MSY"
2;"HOU";"MSY"
8;"HOU";"MSY"
68;"HOU";"MSY"
3;"HOU";"MSY"
34;"HOU";"PHX"
16;"HOU";"PHX"
10;"HOU";"PHX"
24;"HOU";"PHX"
43;"HOU";"SAT"
55;"HOU";"SAT"
48;"HOU";"SAT"
5;"HOU";"SAT"
7;"HOU";"SAT"
43;"HOU";"AUS"
49;"HOU";"AUS"
18;"HOU";"AUS"
5;"HOU";"AUS"
14;"HOU";"AUS"
1;"HOU";"DAL"
25;"HOU";"DAL"
7;"HOU";"DAL"
18;"HOU";"DAL"
24;"HOU";"DAL"
1;"HOU";"DAL"
31;"HOU";"DAL"
12;"HOU";"DAL"
4;"HOU";"DAL"
16;"HOU";"DAL"
2;"HOU";"DAL"
29;"HOU";"DAL"
58;"HOU";"DAL"
10;"HOU";"DAL"
3;"HOU";"DAL"
28;"HOU";"DAL"
41;"HOU";"DEN"
98;"HOU";"DEN"
11;"HOU";"DEN"
12;"HOU";"DEN"
53;"HOU";"LAS"
20;"HOU";"LAS"
1;"HOU";"LAS"
13;"HOU";"LAS"
66;"HOU";"LAX"
20;"HOU";"LAX"
13;"HOU";"LAX"
14;"HOU";"LAX"
29;"HOU";"MSY"
25;"HOU";"MSY"
15;"HOU";"MSY"
5;"HOU";"MSY"
11;"HOU";"MSY"
2;"HOU";"MSY"
16;"HOU";"MSY"
28;"HOU";"MSY"
65;"HOU";"PHX"
31;"HOU";"PHX"
11;"HOU";"PHX"
19;"HOU";"PHX"
36;"HOU";"SAT"
34;"HOU";"SAT"
36;"HOU";"SAT"
20;"HOU";"SAT"
24;"HOU";"SAT"
24;"HOU";"ATL"
7;"IAH";"ATL"
19;"IAH";"ATL"
1;"HOU";"ATL"
4;"HOU";"ATL"
11;"IAH";"ATL"
10;"IAH";"ATL"
4;"HOU";"ATL"
23;"IAH";"ATL"
5;"IAH";"ATL"
46;"HOU";"ATL"
33;"IAH";"ATL"
10;"HOU";"ATL"
17;"IAH";"ATL"
6;"IAH";"ATL"
66;"IAH";"ATL"
11;"HOU";"ATL"
12;"IAH";"ATL"
91;"HOU";"ATL"
4;"HOU";"ATL"
12;"IAH";"ATL"
26;"IAH";"ATL"
11;"IAH";"ATL"
4;"HOU";"ATL"
17;"IAH";"ATL"
9;"IAH";"ATL"
16;"HOU";"ATL"
21;"IAH";"ATL"
4;"IAH";"ATL"
132;"HOU";"ATL"
15;"IAH";"ATL"
12;"HOU";"ATL"
35;"IAH";"ATL"
34;"IAH";"ATL"
10;"HOU";"ATL"
83;"HOU";"ATL"
31;"IAH";"ATL"
44;"IAH";"ATL"
24;"IAH";"ATL"
24;"IAH";"ATL"
69;"IAH";"ATL"
54;"IAH";"ATL"
7;"IAH";"ATL"
149;"IAH";"ATL"
10;"IAH";"ATL"
14;"IAH";"ATL"
1;"IAH";"ATL"
59;"IAH";"ATL"
1;"IAH";"ATL"
45;"IAH";"ATL"
18;"IAH";"ATL"
41;"IAH";"ATL"
5;"IAH";"ATL"
85;"IAH";"ATL"
4;"IAH";"ATL"
9;"HOU";"ATL"
7;"HOU";"ATL"
91;"HOU";"ATL"
1;"HOU";"ATL"
12;"HOU";"ATL"
8;"HOU";"ATL"
15;"IAH";"ATL"
25;"HOU";"DEN"
30;"HOU";"DEN"
3;"HOU";"DEN"
54;"HOU";"DEN"
31;"HOU";"DEN"
21;"HOU";"DEN"
13;"HOU";"DEN"
27;"HOU";"DEN"
8;"HOU";"DEN"
4;"HOU";"DEN"
3;"HOU";"DEN"
75;"HOU";"DEN"
46;"HOU";"DEN"
57;"HOU";"DEN"
57;"HOU";"DEN"
10;"HOU";"DEN"
3;"HOU";"DEN"
13;"HOU";"DEN"
16;"HOU";"DEN"
19;"HOU";"DEN"
53;"HOU";"DEN"
114;"HOU";"ATL"
50;"HOU";"ATL"
56;"HOU";"ATL"
10;"HOU";"ATL"
2;"HOU";"ATL"
5;"HOU";"ATL"
9;"HOU";"ATL"
2;"HOU";"ATL"
23;"HOU";"ATL"
22;"HOU";"ATL"
33;"HOU";"ATL"
5;"HOU";"ATL"
12;"HOU";"ATL"
28;"HOU";"ATL"
4;"HOU";"ATL"
18;"HOU";"ATL"
10;"HOU";"ATL"
31;"HOU";"ATL"
12;"HOU";"ATL"
35;"HOU";"ATL"
46;"HOU";"ATL"
46;"HOU";"ATL"
16;"HOU";"ATL"
17;"HOU";"ATL"
41;"HOU";"ATL"
15;"HOU";"ATL"
31;"HOU";"ATL"
30;"HOU";"ATL"
5;"HOU";"ATL"
12;"HOU";"ATL"
14;"HOU";"ATL"
16;"HOU";"ATL"
17;"HOU";"ATL"
6;"HOU";"ATL"
3;"HOU";"ATL"
8;"HOU";"ATL"
23;"HOU";"ATL"
4;"HOU";"ATL"
3;"HOU";"ATL"
3;"HOU";"ATL"
62;"HOU";"ATL"
6;"HOU";"ATL"
21;"HOU";"DFW"
1;"HOU";"DFW"
27;"HOU";"DFW"
30;"HOU";"DFW"
13;"HOU";"DFW"
22;"HOU";"DFW"
5;"HOU";"DFW"
40;"HOU";"DFW"
11;"HOU";"DFW"
14;"HOU";"DFW"
7;"HOU";"DFW"
53;"HOU";"DFW"
11;"HOU";"DFW"
9;"HOU";"DFW"
9;"HOU";"DFW"
46;"HOU";"DFW"
4;"HOU";"DFW"
55;"HOU";"DFW"
18;"HOU";"DFW"
2;"HOU";"DFW"
15;"HOU";"DFW"
19;"HOU";"DFW"
6;"HOU";"DFW"
35;"HOU";"DFW"
2;"HOU";"DFW"
4;"HOU";"DFW"
72;"HOU";"DFW"
8;"HOU";"DFW"
3;"HOU";"DFW"
28;"HOU";"DFW"
60;"HOU";"DFW"
2;"HOU";"DFW"
16;"HOU";"DFW"
5;"HOU";"DFW"
1;"HOU";"DFW"
4;"HOU";"DFW"
17;"HOU";"DFW"
77;"HOU";"DFW"
128;"HOU";"DFW"
11;"HOU";"DFW"
23;"HOU";"DFW"
1;"HOU";"DFW"
194;"HOU";"DFW"
69;"HOU";"DFW"
16;"HOU";"DFW"
61;"HOU";"DFW"
4;"HOU";"DFW"
13;"HOU";"DFW"
7;"HOU";"DFW"
19;"HOU";"DFW"
69;"HOU";"DFW"
20;"HOU";"DFW"
14;"HOU";"DFW"
5;"HOU";"DFW"
55;"HOU";"DFW"
41;"HOU";"DFW"
33;"HOU";"DFW"
50;"HOU";"DFW"
6;"HOU";"DFW"
9;"HOU";"DFW"
53;"HOU";"DFW"
14;"HOU";"DFW"
5;"HOU";"DFW"
19;"HOU";"DFW"
15;"IAH";"ORD"
11;"IAH";"ORD"
22;"IAH";"ORD"
23;"IAH";"ORD"
105;"IAH";"ORD"
43;"IAH";"ORD"
14;"IAH";"ORD"
10;"IAH";"ORD"
108;"IAH";"ORD"
133;"IAH";"ORD"
17;"IAH";"ORD"
36;"IAH";"ORD"
31;"IAH";"ORD"
1;"IAH";"ORD"
1;"IAH";"ORD"
25;"IAH";"ORD"
17;"IAH";"ORD"
60;"IAH";"ORD"
1;"IAH";"ORD"
3;"IAH";"ORD"
9;"IAH";"ORD"
21;"IAH";"ORD"
14;"IAH";"ORD"
188;"IAH";"ORD"
40;"IAH";"ORD"
40;"IAH";"ORD"
74;"IAH";"ORD"
58;"IAH";"ORD"
43;"IAH";"ORD"
17;"IAH";"ORD"
50;"IAH";"ORD"
190;"IAH";"ORD"
4;"IAH";"ORD"
22;"IAH";"ORD"
10;"IAH";"ORD"
31;"IAH";"ORD"
35;"IAH";"ORD"
27;"IAH";"ORD"
10;"IAH";"ORD"
7;"IAH";"ORD"
49;"IAH";"ORD"
34;"IAH";"ORD"
21;"IAH";"ORD"
